resume_text,category,extracted_skills,source
"
                Data Analyst - Practice Onboarding professional with 3-5 years experience.
                Technical Skills: Python, Go, Rust, R, C, SQL, GAN, Data Visualization, Tableau, AWS, RDS, Communication, Documentation, Attention to Detail, Health
                the data analyst practice onboarding will be an integral part of our platform analytics and marketing team helping to drive the next wave of growth in our b2b2c business. as a data analyst, you will be responsible for endtoend ownership of the customer onboarding journey as we seek to understand imp
                Experience with: Python, Go, Rust, R, C, SQL, GAN, Data Visualization, Tableau, AWS
                ",Data Analyst,"Python, Go, Rust, R, C, SQL, GAN, Data Visualization, Tableau, AWS, RDS, Communication, Documentation, Attention to Detail, Health",synthetic_from_job
"
                Merchant Services Data Analyst professional with 3-5 years experience.
                Technical Skills: R, Scala, C, Ember, GAN, Data Analysis, Statistics, AWS, RDS, Scala, Communication, Leadership, Problem Solving, Critical Thinking, Presentation
                basic function the position is responsible for supporting the banks merchant services department by performing data analysis and reporting requirements as part of normal business operations. this includes compiling, reviewing and generating reports for members of the senior and executive management 
                Experience with: R, Scala, C, Ember, GAN, Data Analysis, Statistics, AWS, RDS, Scala
                ",Data Analyst,"R, Scala, C, Ember, GAN, Data Analysis, Statistics, AWS, RDS, Scala, Communication, Leadership, Problem Solving, Critical Thinking, Presentation",synthetic_from_job
"
                Contractor - Food Systems Data and Intelligence Analyst professional with 3-5 years experience.
                Technical Skills: Python, Go, R, C, SQL, Data Analysis, Data Visualization, Tableau, Statistics, RDS, Presentation, Market Research, R Programming, Data Warehousing, Salesforce
                about the role mercy for animals is hiring a food systems data intelligence analyst for a sixmonth contract, with potential renewal or growth. this role is part of the data analytics team and will help us map corporate influence, identify major targets, and level up our intelligence on the global fo
                Experience with: Python, Go, R, C, SQL, Data Analysis, Data Visualization, Tableau, Statistics, RDS
                ",Software Engineer,"Python, Go, R, C, SQL, Data Analysis, Data Visualization, Tableau, Statistics, RDS, Presentation, Market Research, R Programming, Data Warehousing, Salesforce",synthetic_from_job
"
                Data Analyst (On-Site) professional with 3-5 years experience.
                Technical Skills: Go, Rust, R, Scala, C, Lua, Express, GAN, Tableau, Power BI, RDS, Scala, Communication, Leadership, Project Management
                extreme music, formed in 1997, is renowned in the industry and around the world for its boundarypushing approach to production music. its alist roster has yielded diverse awardwinning collections and includes artists and composers such as quincy jones, hans zimmer, sir george martin, snoop dogg, xzi
                Experience with: Go, Rust, R, Scala, C, Lua, Express, GAN, Tableau, Power BI
                ",Data Analyst,"Go, Rust, R, Scala, C, Lua, Express, GAN, Tableau, Power BI, RDS, Scala, Communication, Leadership, Project Management",synthetic_from_job
"
                Business Data Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, C, Lua, Express, Ember, SQL, MySQL, GAN, Data Analysis, Data Visualization, Tableau, RDS, Communication, Project Management
                about the organization it is an exciting time at the capital area food bank cafb as we continue to undertake our mission. we know that creating long term solutions to food security requires more than meals. it requires education, training, and collaboration. we are seeking people with strong ideas a
                Experience with: Go, R, C, Lua, Express, Ember, SQL, MySQL, GAN, Data Analysis
                ",Data Analyst,"Go, R, C, Lua, Express, Ember, SQL, MySQL, GAN, Data Analysis, Data Visualization, Tableau, RDS, Communication, Project Management",synthetic_from_job
"
                Marketing Data Analyst professional with 3-5 years experience.
                Technical Skills: R, C, Lua, Express, SQL, GAN, Data Visualization, Statistics, AWS, Cloud Storage, Git, Problem Solving, Presentation, Time Management, Git
                our story papa murphys is different on purpose. not only because we make our pizzas completely from scratch with fresh ingredients at over 1,300 locations nationwide, but because we do it with swagger. we know our product is better than our competitors. the fact that our pizza is take n bake adds to
                Experience with: R, C, Lua, Express, SQL, GAN, Data Visualization, Statistics, AWS, Cloud Storage
                ",Data Analyst,"R, C, Lua, Express, SQL, GAN, Data Visualization, Statistics, AWS, Cloud Storage, Git, Problem Solving, Presentation, Time Management, Git",synthetic_from_job
"
                Investment Data Analyst professional with 3-5 years experience.
                Technical Skills: Python, R, C, SQL, GAN, RDS, Communication, Attention to Detail, Time Management, Benefits, Culture, Securities Trading, Mathematics, Accounting, Data Management
                opportunity investment analyst at chamberlain group, we do everything in teams because we believe in the collective genius of groupthink many heads are better than one the core responsibilities of the investment analyst will be to work as part of our investment team to support all facets of the inve
                Experience with: Python, R, C, SQL, GAN, RDS, Communication, Attention to Detail, Time Management, Benefits
                ",Data Analyst,"Python, R, C, SQL, GAN, RDS, Communication, Attention to Detail, Time Management, Benefits, Culture, Securities Trading, Mathematics, Accounting, Data Management",synthetic_from_job
"
                Data Analytics Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, Scala, C, React, Express, SQL, Classification, GAN, Data Visualization, Tableau, RDS, Scala, Communication, Project Management
                to get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. job category data job details about salesforce were salesforce, the customer company, inspiring the future of business with ai data crm. leading with ou
                Experience with: Go, R, Scala, C, React, Express, SQL, Classification, GAN, Data Visualization
                ",Data Analyst,"Go, R, Scala, C, React, Express, SQL, Classification, GAN, Data Visualization, Tableau, RDS, Scala, Communication, Project Management",synthetic_from_job
"
                Analyst, Data Activation professional with 3-5 years experience.
                Technical Skills: R, C, Oracle, GAN, Data Analysis, Data Visualization, Tableau, Git, Git, Benefits, Collaboration, Salesforce, Data Science, Sales, Advertising
                analyst, data activation apply now apply later job id 10110394 location santa monica, california, united states business disney entertainment date posted apr. 11, 2025 job summary supporting the disney advertising organization within entertainment and sports, the audience modeling and data science t
                Experience with: R, C, Oracle, GAN, Data Analysis, Data Visualization, Tableau, Git, Git, Benefits
                ",Software Engineer,"R, C, Oracle, GAN, Data Analysis, Data Visualization, Tableau, Git, Git, Benefits, Collaboration, Salesforce, Data Science, Sales, Advertising",synthetic_from_job
"
                Data Analyst II professional with 3-5 years experience.
                Technical Skills: Go, Rust, R, C, Express, Ember, Less, SQL, GAN, Data Analysis, Data Visualization, Tableau, Power BI, Data Storytelling, AWS
                pir is seeking a skilled data analyst with a strong focus on report writing and data storytelling to join our data analytics department. in this role, you will analyze complex data sets, translate findings into actionable insights, and deliver clear, concise, and visually appealing reports that info
                Experience with: Go, Rust, R, C, Express, Ember, Less, SQL, GAN, Data Analysis
                ",Data Analyst,"Go, Rust, R, C, Express, Ember, Less, SQL, GAN, Data Analysis, Data Visualization, Tableau, Power BI, Data Storytelling, AWS",synthetic_from_job
"
                Sr Analyst Data professional with 3-5 years experience.
                Technical Skills: Go, R, C, Ember, SQL, Oracle, GAN, Power BI, RDS, Communication, Leadership, Critical Thinking, Time Management, Health, Benefits
                heres why you will love it here recognition programs and rewards excellent health care options, including medical, dental, and vision a peoplefirst culture go hilton travel discounts program hilton hotel rates worldwide. perks at work employee pricing platform employee assistance program that suppor
                Experience with: Go, R, C, Ember, SQL, Oracle, GAN, Power BI, RDS, Communication
                ",Software Engineer,"Go, R, C, Ember, SQL, Oracle, GAN, Power BI, RDS, Communication, Leadership, Critical Thinking, Time Management, Health, Benefits",synthetic_from_job
"
                Data Analyst Senior professional with 3-5 years experience.
                Technical Skills: Python, Go, R, C, Ember, SQL, GAN, Data Analysis, Data Visualization, Tableau, ETL, SAS, RDS, Git, Leadership
                overview our team members are the heart of what makes us better. at hackensack meridian health we help our patients live better, healthier lives and we help one another to succeed. with a culture rooted in connection and collaboration, our employees are team members. here, competitive benefits are j
                Experience with: Python, Go, R, C, Ember, SQL, GAN, Data Analysis, Data Visualization, Tableau
                ",Data Analyst,"Python, Go, R, C, Ember, SQL, GAN, Data Analysis, Data Visualization, Tableau, ETL, SAS, RDS, Git, Leadership",synthetic_from_job
"
                DATA ANALYST - FULL TIME professional with 3-5 years experience.
                Technical Skills: R, C, Data Analysis, Communication, Health, Information Technology, Extract, Databases, Finance
                description essential functions compiles, analyzes and reports on key program data gathers data and produces reports to support quality projects assists with the development of communication with clients, clinics, and physician practices regarding areas of concern on analytical reports, or other fun
                Experience with: R, C, Data Analysis, Communication, Health, Information Technology, Extract, Databases, Finance
                ",Data Analyst,"R, C, Data Analysis, Communication, Health, Information Technology, Extract, Databases, Finance",synthetic_from_job
"
                Data Analyst professional with 3-5 years experience.
                Technical Skills: Python, Go, R, C, Lua, React, Ember, Less, SQL, Data Modeling, GAN, Data Analysis, Tableau, Power BI, Statistics
                at bwx technologies, inc. nyse bwxt, we are people strong, innovation driven. a u.s.based company, bwxt is a fortune 1000 and defense news top 100 manufacturing and engineering innovator that provides safe and effective nuclear solutions for global security, clean energy, environmental restoration, 
                Experience with: Python, Go, R, C, Lua, React, Ember, Less, SQL, Data Modeling
                ",Data Analyst,"Python, Go, R, C, Lua, React, Ember, Less, SQL, Data Modeling, GAN, Data Analysis, Tableau, Power BI, Statistics",synthetic_from_job
"
                Data Analyst - Remote Temporary Contract professional with 3-5 years experience.
                Technical Skills: Python, Go, R, Scala, C, Lua, SQL, GAN, Data Visualization, Tableau, Power BI, ETL, RDS, Scala, Data Warehouse
                job description one of the bestknown names in cruising, princess is the worlds leading international premium cruise line and tour company, carrying millions of guests each year to hundreds of destinations around the globe. we give our guests the medallion class experience others simply cant. the lov
                Experience with: Python, Go, R, Scala, C, Lua, SQL, GAN, Data Visualization, Tableau
                ",Data Analyst,"Python, Go, R, Scala, C, Lua, SQL, GAN, Data Visualization, Tableau, Power BI, ETL, RDS, Scala, Data Warehouse",synthetic_from_job
"
                Data Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, C, RDS, Communication, Agile, Health, Benefits, Banking, Audit, Accounting, Data Management, Finance
                data analyst specialty in data governancefinance location new york type fte only no c2c key responsibilities finance data governance in compliance with the enterprise data governance policy ensuring the appropriate accountability model and processes for data asset management, data quality, and issue
                Experience with: Go, R, C, RDS, Communication, Agile, Health, Benefits, Banking, Audit
                ",Data Analyst,"Go, R, C, RDS, Communication, Agile, Health, Benefits, Banking, Audit, Accounting, Data Management, Finance",synthetic_from_job
"
                Data Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, C, SQL, PostgreSQL, Machine Learning, GAN, AWS, Communication, Attention to Detail, Information Technology, Benefits, Writing, Data Science, Databases
                at zantech, we apply stateoftheart technology to solve our federal clients most missioncritical challenges. we embrace the opportunity to hire individuals with new talents and fresh perspectives. zantech offers competitive compensation, benefits, and vacation packages in addition to providing you wi
                Experience with: Go, R, C, SQL, PostgreSQL, Machine Learning, GAN, AWS, Communication, Attention to Detail
                ",Data Analyst,"Go, R, C, SQL, PostgreSQL, Machine Learning, GAN, AWS, Communication, Attention to Detail, Information Technology, Benefits, Writing, Data Science, Databases",synthetic_from_job
"
                Senior Data Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, Perl, C, Ember, SQL, Communication, Problem Solving, Critical Thinking, Project Management, Health, Writing, Extract, Training
                job title sr. data analyst work hours 8am to 5pm 1 hour break 8 hours a day , 40 hours a week hybrid 2 days per week in mason office specific skills needed top 35 mandatory andor minimum requirements they must have facets experience. sqldatabase experience experience with health provider and network
                Experience with: Go, R, Perl, C, Ember, SQL, Communication, Problem Solving, Critical Thinking, Project Management
                ",Data Analyst,"Go, R, Perl, C, Ember, SQL, Communication, Problem Solving, Critical Thinking, Project Management, Health, Writing, Extract, Training",synthetic_from_job
"
                DATA INTELLIGENCE ANALYST professional with 3-5 years experience.
                Technical Skills: Go, Rust, R, Scala, C, SQL, GAN, Data Visualization, Tableau, Power BI, RDS, Scala, Communication, Leadership, Health
                benefits information this position reports onsite. u.s. citizenship is required. fulltime employees will enjoy a competitive benefits package with options for you and your family including paid time off paid holidays 401k matching health insurance vision insurance life insurance health savings accou
                Experience with: Go, Rust, R, Scala, C, SQL, GAN, Data Visualization, Tableau, Power BI
                ",Software Engineer,"Go, Rust, R, Scala, C, SQL, GAN, Data Visualization, Tableau, Power BI, RDS, Scala, Communication, Leadership, Health",synthetic_from_job
"
                Healthcare Data Analyst professional with 3-5 years experience.
                Technical Skills: Python, Go, R, C, Shell, Ember, SQL, Machine Learning, GAN, Data Analysis, Tableau, Leadership, Presentation, Documentation, Time Management
                clinical data analyst job description the healthcare data analyst supports healthcare effectiveness data and information set hedis and uniform data systems uds quality and process improvement activities by producing healthcare outcome measurements used for internal and external reporting. tasks incl
                Experience with: Python, Go, R, C, Shell, Ember, SQL, Machine Learning, GAN, Data Analysis
                ",Data Analyst,"Python, Go, R, C, Shell, Ember, SQL, Machine Learning, GAN, Data Analysis, Tableau, Leadership, Presentation, Documentation, Time Management",synthetic_from_job
"
                Junior Business Systems Analyst (AI & Data Focus) professional with 3-5 years experience.
                Technical Skills: Python, Go, R, C, SQL, GPT, Tableau, ETL, AWS, RDS, Git, Documentation, Innovation, Git, Marketing
                are you starting your journey in the tech world and excited to explore how data and ai can solve realworld business challenges this role is an opportunity to build technical skills and gain handson experience in data automation, python scripting, and aidriven solutions while working at the intersect
                Experience with: Python, Go, R, C, SQL, GPT, Tableau, ETL, AWS, RDS
                ",Software Engineer,"Python, Go, R, C, SQL, GPT, Tableau, ETL, AWS, RDS, Git, Documentation, Innovation, Git, Marketing",synthetic_from_job
"
                Customer Success Data Analyst professional with 3-5 years experience.
                Technical Skills: Go, R, C, Express, Ember, Less, GAN, Data Analysis, RDS, Git, IaC, Communication, Leadership, Problem Solving, Project Management
                about fujitsu network communications, inc. join us, fujitsu wants innovators like you fujitsu network communications, inc. is part of the global fujitsu group of technology companies. were bringing the power of digital transformation dx to the network operators, communications service providers, and
                Experience with: Go, R, C, Express, Ember, Less, GAN, Data Analysis, RDS, Git
                ",Data Analyst,"Go, R, C, Express, Ember, Less, GAN, Data Analysis, RDS, Git, IaC, Communication, Leadership, Problem Solving, Project Management",synthetic_from_job
"
                Cybersecurity certified by Google.
                Completed: Google Cybersecurity
                Skills acquired: Network Security, Python Programming, Linux, Cloud Computing, Algorithms, Audit, Computer Programming, Computer Security Incident Management, Cryptography, Databases, Leadership and Management, Network Architecture
                Proficient in: Network Security, Python Programming, Linux, Cloud Computing, Algorithms, Audit, Computer Programming, Computer Security Incident Management
                Experience: 2-4 years applying these skills
                ",Cybersecurity,"Network Security, Python Programming, Linux, Cloud Computing, Algorithms, Audit, Computer Programming, Computer Security Incident Management, Cryptography, Databases, Leadership and Management, Network Architecture",synthetic_from_course
"
                Cybersecurity certified by Multiple educators.
                Completed: IBM and ISC2 Cybersecurity Specialist
                Skills acquired: Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems, Network Security, Cloud Platforms, Network Architecture, Networking Hardware
                Proficient in: Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems
                Experience: 2-4 years applying these skills
                ",Cybersecurity,"Computer Security Incident Management, Leadership and Management, Cloud Computing, System Security, Computer Networking, Risk Management, Cloud Storage, Operating Systems, Network Security, Cloud Platforms, Network Architecture, Networking Hardware",synthetic_from_course
"
                Cybersecurity certified by Google.
                Completed: Foundations of Cybersecurity
                Skills acquired: Linux, Computer Programming, Leadership and Management, SQL
                Proficient in: Linux, Computer Programming, Leadership and Management, SQL
                Experience: 2-4 years applying these skills
                ",Cybersecurity,"Linux, Computer Programming, Leadership and Management, SQL",synthetic_from_course
"
                Cybersecurity certified by IBM.
                Completed: IBM Cybersecurity Analyst
                Skills acquired: Cryptography, Python Programming, Linux, Network Security, Security Strategy, Software Security, System Software, Computer Security Incident Management, Networking Hardware, Security Software, Cloud Computing, Cyberattacks
                Proficient in: Cryptography, Python Programming, Linux, Network Security, Security Strategy, Software Security, System Software, Computer Security Incident Management
                Experience: 2-4 years applying these skills
                ",Cybersecurity,"Cryptography, Python Programming, Linux, Network Security, Security Strategy, Software Security, System Software, Computer Security Incident Management, Networking Hardware, Security Software, Cloud Computing, Cyberattacks",synthetic_from_course
"
                Cybersecurity certified by IBM.
                Completed: IT Fundamentals for Cybersecurity
                Skills acquired: Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL
                Proficient in: Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks
                Experience: 2-4 years applying these skills
                ",Cybersecurity,"Cryptography, Network Security, Linux, Networking Hardware, Security Software, System Software, Cloud Computing, Cyberattacks, Databases, Leadership and Management, Operating Systems, SQL",synthetic_from_course
"
                Data Analyst certified by Google.
                Completed: Google Data Analytics
                Skills acquired: Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management, General Statistics, Big Data, Communication, Computer Programming
                Proficient in: Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management
                Experience: 2-4 years applying these skills
                ",Data Analyst,"Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management, General Statistics, Big Data, Communication, Computer Programming",synthetic_from_course
"
                Data Analyst certified by IBM.
                Completed: IBM Data Analyst
                Skills acquired: Python Programming, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Databases, SQL, Plot (Graphics), Data Management, Data Structures, Exploratory Data Analysis, Machine Learning
                Proficient in: Python Programming, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Databases, SQL, Plot (Graphics)
                Experience: 2-4 years applying these skills
                ",Data Analyst,"Python Programming, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Databases, SQL, Plot (Graphics), Data Management, Data Structures, Exploratory Data Analysis, Machine Learning",synthetic_from_course
"
                Data Analyst certified by IBM.
                Completed: IBM Data Analytics with Excel and R
                Skills acquired: Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Plot (Graphics), Exploratory Data Analysis, Statistical Visualization, Data Analysis Software, Data Structures
                Proficient in: Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Plot (Graphics)
                Experience: 2-4 years applying these skills
                ",Data Analyst,"Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Plot (Graphics), Exploratory Data Analysis, Statistical Visualization, Data Analysis Software, Data Structures",synthetic_from_course
"
                Data Analyst certified by IBM.
                Completed: Data Analysis and Visualization Foundations
                Skills acquired: Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Databases, Python Programming, SQL, Statistical Visualization, Business Analysis, Data Management, Data Mining
                Proficient in: Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Databases, Python Programming, SQL
                Experience: 2-4 years applying these skills
                ",Data Analyst,"Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Databases, Python Programming, SQL, Statistical Visualization, Business Analysis, Data Management, Data Mining",synthetic_from_course
"
                Data Analyst certified by Google.
                Completed: Google Advanced Data Analytics
                Skills acquired: Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression
                Proficient in: Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning
                Experience: 2-4 years applying these skills
                ",Data Analyst,"Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression",synthetic_from_course
"
                Product Manager certified by Google.
                Completed: Google Project Management:
                Skills acquired: Project Management, Strategy and Operations, Leadership and Management, Communication, Business Communication, Collaboration, Agile Software Development, Software Engineering, Entrepreneurship, Scrum (Software Development), Planning, Supply Chain and Logistics
                Proficient in: Project Management, Strategy and Operations, Leadership and Management, Communication, Business Communication, Collaboration, Agile Software Development, Software Engineering
                Experience: 2-4 years applying these skills
                ",Product Manager,"Project Management, Strategy and Operations, Leadership and Management, Communication, Business Communication, Collaboration, Agile Software Development, Software Engineering, Entrepreneurship, Scrum (Software Development), Planning, Supply Chain and Logistics",synthetic_from_course
"
                Product Manager certified by Google.
                Completed: Foundations of Project Management
                Skills acquired: Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning
                Proficient in: Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence
                Experience: 2-4 years applying these skills
                ",Product Manager,"Project Management, Strategy and Operations, Business Communication, Change Management, Organizational Development, Communication, Culture, Emotional Intelligence, Influencing, Leadership and Management, People Management, Planning",synthetic_from_course
"
                Product Manager certified by SkillUp EdTech.
                Completed: Modern Project Management
                Skills acquired: Business Analysis, Communication, Leadership and Management, Project Management, Risk Management
                Proficient in: Business Analysis, Communication, Leadership and Management, Project Management, Risk Management
                Experience: 2-4 years applying these skills
                ",Product Manager,"Business Analysis, Communication, Leadership and Management, Project Management, Risk Management",synthetic_from_course
"
                Product Manager certified by University of Virginia.
                Completed: Digital Product Management
                Skills acquired: Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis
                Proficient in: Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience
                Experience: 2-4 years applying these skills
                ",Product Manager,"Agile Software Development, Product Management, Leadership and Management, Design and Product, Software Engineering, Product Development, Project Management, User Experience, Customer Analysis, Product Design, User Research, Data Analysis",synthetic_from_course
"
                Product Manager certified by Google.
                Completed: Agile Project Management
                Skills acquired: Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving
                Proficient in: Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication
                Experience: 2-4 years applying these skills
                ",Product Manager,"Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving",synthetic_from_course
"
                Data Scientist certified by IBM.
                Completed: IBM Data Science
                Skills acquired: Python Programming, Data Science, Machine Learning, Data Analysis, Algorithms, Data Management, Data Visualization, Human Learning, R Programming, Computer Programming, Data Mining, Data Structures
                Proficient in: Python Programming, Data Science, Machine Learning, Data Analysis, Algorithms, Data Management, Data Visualization, Human Learning
                Experience: 2-4 years applying these skills
                ",Data Scientist,"Python Programming, Data Science, Machine Learning, Data Analysis, Algorithms, Data Management, Data Visualization, Human Learning, R Programming, Computer Programming, Data Mining, Data Structures",synthetic_from_course
"
                Data Scientist certified by Multiple educators.
                Completed: Machine Learning
                Skills acquired: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Tensorflow
                Proficient in: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning
                Experience: 2-4 years applying these skills
                ",Data Scientist,"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Tensorflow",synthetic_from_course
"
                Data Scientist certified by IBM.
                Completed: IBM Applied AI
                Skills acquired: Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning, IBM Cloud, Applied Machine Learning, Algorithms, Cloud API
                Proficient in: Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning
                Experience: 2-4 years applying these skills
                ",Data Scientist,"Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning, IBM Cloud, Applied Machine Learning, Algorithms, Cloud API",synthetic_from_course
"
                Data Scientist certified by IBM.
                Completed: Introduction to Data Science
                Skills acquired: Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Data Mining, Data Structures, Database Administration, Database Application, Database Theory, Databases
                Proficient in: Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Data Mining, Data Structures
                Experience: 2-4 years applying these skills
                ",Data Scientist,"Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Data Mining, Data Structures, Database Administration, Database Application, Database Theory, Databases",synthetic_from_course
"
                Data Scientist certified by IBM.
                Completed: Data Science Fundamentals with Python and SQL
                Skills acquired: Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Computer Programming, Data Visualization, Data Science
                Proficient in: Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis
                Experience: 2-4 years applying these skills
                ",Data Scientist,"Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Computer Programming, Data Visualization, Data Science",synthetic_from_course
"
                Software Engineer certified by Google.
                Completed: Google Digital Marketing & E-commerce
                Skills acquired: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Sales, E-Commerce, Data Analysis, Social Media, Search Engine Optimization, Advertising, Communication, Persona Research
                Proficient in: Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Sales, E-Commerce, Data Analysis, Social Media
                Experience: 2-4 years applying these skills
                ",Software Engineer,"Digital Marketing, Marketing, Marketing Management, Media Strategy & Planning, Sales, E-Commerce, Data Analysis, Social Media, Search Engine Optimization, Advertising, Communication, Persona Research",synthetic_from_course
"
                Software Engineer certified by Google.
                Completed: Google IT Support
                Skills acquired: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Computer Architecture, Critical Thinking, Problem Solving, Communication, Human Computer Interaction, Network Security, Linux
                Proficient in: Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Computer Architecture, Critical Thinking, Problem Solving
                Experience: 2-4 years applying these skills
                ",Software Engineer,"Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Computer Architecture, Critical Thinking, Problem Solving, Communication, Human Computer Interaction, Network Security, Linux",synthetic_from_course
"
                Software Engineer certified by Google.
                Completed: Google UX Design
                Skills acquired: User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools
                Proficient in: User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design
                Experience: 2-4 years applying these skills
                ",Software Engineer,"User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools",synthetic_from_course
"
                Software Engineer certified by IBM.
                Completed: IBM DevOps and Software Engineering
                Skills acquired: DevOps, Software Engineering, Cloud Computing, Computer Programming, Application Development, Python Programming, Software Architecture, Cloud Applications, Continuous Delivery, Continuous Integration, Software Engineering Tools, Agile Software Development
                Proficient in: DevOps, Software Engineering, Cloud Computing, Computer Programming, Application Development, Python Programming, Software Architecture, Cloud Applications
                Experience: 2-4 years applying these skills
                ",Software Engineer,"DevOps, Software Engineering, Cloud Computing, Computer Programming, Application Development, Python Programming, Software Architecture, Cloud Applications, Continuous Delivery, Continuous Integration, Software Engineering Tools, Agile Software Development",synthetic_from_course
